cap-diameter,cap-shape,cap-surface,cap-color,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,ring-type,habitat,does-bruise-or-bleed,has-ring,is-poisonous,season_a,season_s,season_u,season_w
1.03,x,g,w,a,2,w,3.2,1.53,e,f,l,False,False,True,False,False,True,False
1.11,x,g,w,a,2,w,3.24,1.7,e,f,d,False,False,True,False,False,True,False
0.91,x,g,w,a,2,w,3.08,1.63,e,f,d,False,False,True,False,False,True,False
0.81,x,g,w,a,2,w,3.09,1.29,n,f,d,False,False,True,False,False,True,False
1.1,x,g,w,a,2,w,3.31,1.81,e,f,d,False,False,True,False,False,True,False
1.19,x,g,w,a,2,w,3.51,1.85,n,f,d,False,False,True,True,False,False,False
1.06,x,g,w,a,2,w,3.03,1.68,n,f,l,False,False,True,True,False,False,False
0.87,x,g,w,a,2,w,2.86,1.45,e,f,d,False,False,True,True,False,False,False
0.94,x,g,w,a,2,w,2.73,1.5,n,f,l,False,False,True,True,False,False,False
1.08,x,g,w,a,2,w,3.49,1.83,e,f,d,False,False,True,False,False,True,False
0.96,x,g,w,a,2,w,2.95,1.61,e,f,d,False,False,True,False,False,True,False
0.85,x,g,w,a,2,w,2.84,1.4,e,f,l,False,False,True,True,False,False,False
1.18,x,g,w,a,2,w,2.72,1.43,e,f,l,False,False,True,True,False,False,False
1.11,x,g,w,a,2,w,3.24,1.49,n,f,l,False,False,True,False,False,True,False
0.88,x,g,w,a,2,w,2.65,1.47,n,f,d,False,False,True,True,False,False,False
0.71,x,g,w,a,2,w,2.42,1.18,e,f,d,False,False,True,False,False,True,False
1.01,x,g,w,a,2,w,3.37,1.68,n,f,d,False,False,True,True,False,False,False
1.06,x,g,w,a,2,w,3.01,1.42,n,f,d,False,False,True,False,False,True,False
0.89,x,g,w,a,2,w,3.07,1.45,e,f,l,False,False,True,False,False,True,False
1.2,x,g,w,a,2,w,3.27,1.69,n,f,d,False,False,True,True,False,False,False
1.03,x,g,w,a,2,w,2.99,1.34,e,f,d,False,False,True,True,False,False,False
1.3,x,g,w,a,2,w,3.1,1.53,e,f,l,False,False,True,True,False,False,False
0.95,x,g,w,a,2,w,2.69,1.35,e,f,l,False,False,True,False,False,True,False
1.25,x,g,w,a,2,w,3.35,1.79,n,f,d,False,False,True,False,False,True,False
0.97,x,g,w,a,2,w,2.87,1.36,n,f,d,False,False,True,False,False,True,False
0.99,x,g,w,a,2,w,3.05,1.57,n,f,l,False,False,True,True,False,False,False
1.07,x,g,w,a,2,w,3.07,1.55,n,f,d,False,False,True,True,False,False,False
1.06,x,g,w,a,2,w,3.39,1.64,e,f,d,False,False,True,True,False,False,False
0.89,x,g,w,a,2,w,3.1,1.46,n,f,l,False,False,True,False,False,True,False
1.02,x,g,w,a,2,w,2.79,1.38,n,f,d,False,False,True,False,False,True,False
1.0,x,g,w,a,2,w,3.4,1.66,n,f,l,False,False,True,True,False,False,False
1.02,x,g,w,a,2,w,3.08,1.54,e,f,l,False,False,True,True,False,False,False
1.2,x,g,w,a,2,w,3.22,1.72,e,f,l,False,False,True,False,False,True,False
0.87,x,g,w,a,2,w,2.62,1.3,e,f,l,False,False,True,True,False,False,False
0.98,x,g,w,a,2,w,2.78,1.41,n,f,d,False,False,True,False,False,True,False
0.91,x,g,w,a,2,w,2.91,1.35,n,f,d,False,False,True,False,False,True,False
0.86,x,g,w,a,2,w,2.64,1.24,e,f,l,False,False,True,True,False,False,False
0.97,x,g,w,a,2,w,2.83,1.47,n,f,l,False,False,True,False,False,True,False
0.83,x,g,w,a,2,w,3.38,1.39,e,f,l,False,False,True,True,False,False,False
1.1,x,g,w,a,2,w,3.13,1.59,e,f,d,False,False,True,True,False,False,False
0.91,x,g,w,a,2,w,2.99,1.39,n,f,l,False,False,True,True,False,False,False
0.91,x,g,w,a,2,w,2.51,1.49,e,f,l,False,False,True,True,False,False,False
1.07,x,g,w,a,2,w,3.48,1.63,e,f,l,False,False,True,False,False,True,False
1.01,x,g,w,a,2,w,3.17,1.64,e,f,l,False,False,True,True,False,False,False
0.98,x,g,w,a,2,w,2.47,1.24,n,f,d,False,False,True,True,False,False,False
0.83,x,g,w,a,2,w,2.93,1.43,e,f,d,False,False,True,True,False,False,False
0.96,x,g,w,a,2,w,2.93,1.52,e,f,l,False,False,True,False,False,True,False
1.07,x,g,w,a,2,w,3.41,1.84,e,f,d,False,False,True,True,False,False,False
1.17,x,g,w,a,2,w,3.57,1.55,e,f,d,False,False,True,True,False,False,False
1.09,x,g,w,a,2,w,3.29,1.5,e,f,l,False,False,True,True,False,False,False
0.99,x,g,w,a,2,w,3.29,1.53,e,f,l,False,False,True,False,False,True,False
1.07,x,g,w,a,2,w,2.93,1.3,e,f,l,False,False,True,True,False,False,False
0.97,x,g,w,a,2,w,3.04,1.53,e,f,d,False,False,True,False,False,True,False
1.17,x,g,w,a,2,w,3.75,1.76,e,f,d,False,False,True,False,False,True,False
1.14,x,g,w,a,2,w,3.44,1.63,n,f,l,False,False,True,True,False,False,False
1.06,x,g,w,a,2,w,2.47,1.3,n,f,l,False,False,True,False,False,True,False
0.91,x,g,w,a,2,w,3.05,1.68,e,f,l,False,False,True,False,False,True,False
1.12,x,g,w,a,2,w,3.27,1.69,e,f,l,False,False,True,True,False,False,False
1.13,x,g,w,a,2,w,3.05,1.45,n,f,d,False,False,True,False,False,True,False
1.15,x,g,w,a,2,w,3.62,1.97,n,f,d,False,False,True,True,False,False,False
1.02,x,g,w,a,2,w,3.21,1.62,e,f,l,False,False,True,True,False,False,False
0.96,x,g,w,a,2,w,3.37,1.37,n,f,d,False,False,True,True,False,False,False
1.07,x,g,w,a,2,w,3.16,1.57,n,f,d,False,False,True,True,False,False,False
1.11,x,g,w,a,2,w,3.04,1.48,n,f,l,False,False,True,True,False,False,False
0.94,x,g,w,a,2,w,2.76,1.46,n,f,l,False,False,True,False,False,True,False
0.85,x,g,w,a,2,w,2.64,1.33,n,f,d,False,False,True,False,False,True,False
1.07,x,g,w,a,2,w,2.46,1.31,e,f,l,False,False,True,True,False,False,False
0.74,x,g,w,a,2,w,2.83,1.27,n,f,d,False,False,True,True,False,False,False
0.85,x,g,w,a,2,w,3.13,1.4,e,f,l,False,False,True,False,False,True,False
1.03,x,g,w,a,2,w,2.95,1.33,e,f,l,False,False,True,False,False,True,False
1.09,x,g,w,a,2,w,3.17,1.53,e,f,d,False,False,True,True,False,False,False
1.25,x,g,w,a,2,w,3.39,1.76,e,f,d,False,False,True,True,False,False,False
0.98,x,g,w,a,2,w,3.28,1.6,n,f,l,False,False,True,False,False,True,False
0.92,x,g,w,a,2,w,2.58,1.5,n,f,l,False,False,True,False,False,True,False
0.78,x,g,w,a,2,w,2.84,1.48,e,f,l,False,False,True,True,False,False,False
0.96,x,g,w,a,2,w,2.95,1.58,n,f,d,False,False,True,False,False,True,False
1.01,x,g,w,a,2,w,3.04,1.45,n,f,d,False,False,True,True,False,False,False
1.01,x,g,w,a,2,w,2.56,1.37,e,f,l,False,False,True,False,False,True,False
0.94,x,g,w,a,2,w,3.23,1.65,e,f,l,False,False,True,False,False,True,False
1.13,x,g,w,a,2,w,3.53,1.77,e,f,l,False,False,True,False,False,True,False
0.81,x,g,w,a,2,w,2.8,1.25,e,f,d,False,False,True,False,False,True,False
1.01,x,g,w,a,2,w,2.97,1.45,n,f,l,False,False,True,True,False,False,False
0.97,x,g,w,a,2,w,2.51,1.45,e,f,l,False,False,True,False,False,True,False
0.94,x,g,w,a,2,w,2.69,1.4,n,f,d,False,False,True,False,False,True,False
0.94,x,g,w,a,2,w,2.58,1.61,e,f,d,False,False,True,False,False,True,False
0.97,x,g,w,a,2,w,3.21,1.36,e,f,d,False,False,True,False,False,True,False
0.9,x,g,w,a,2,w,2.96,1.39,e,f,l,False,False,True,False,False,True,False
0.95,x,g,w,a,2,w,2.82,1.35,e,f,d,False,False,True,False,False,True,False
1.06,x,g,w,a,2,w,3.07,1.46,n,f,d,False,False,True,True,False,False,False
1.16,x,g,w,a,2,w,3.31,1.54,e,f,l,False,False,True,True,False,False,False
0.89,x,g,w,a,2,w,2.4,1.24,e,f,d,False,False,True,False,False,True,False
0.9,x,g,w,a,2,w,2.73,1.37,e,f,l,False,False,True,True,False,False,False
1.12,x,g,w,a,2,w,2.92,1.5,e,f,l,False,False,True,False,False,True,False
1.04,x,g,w,a,2,w,2.93,1.46,n,f,l,False,False,True,True,False,False,False
0.82,x,g,w,a,2,w,3.04,1.23,e,f,d,False,False,True,True,False,False,False
1.17,x,g,w,a,2,w,3.56,1.82,n,f,l,False,False,True,False,False,True,False
1.14,x,g,w,a,2,w,3.13,1.78,e,f,d,False,False,True,False,False,True,False
1.14,x,g,w,a,2,w,3.42,1.79,e,f,d,False,False,True,True,False,False,False
0.86,x,g,w,a,2,w,2.67,1.32,e,f,l,False,False,True,False,False,True,False
0.99,x,g,w,a,2,w,3.21,1.54,e,f,d,False,False,True,False,False,True,False
1.02,x,g,w,a,2,w,2.8,1.53,n,f,d,False,False,True,False,False,True,False
1.13,x,g,w,a,2,w,3.1,1.6,n,f,l,False,False,True,True,False,False,False
0.94,x,g,w,a,2,w,2.46,1.48,e,f,l,False,False,True,True,False,False,False
1.01,x,g,w,a,2,w,3.23,1.92,e,f,l,False,False,True,False,False,True,False
1.03,x,g,w,a,2,w,2.9,1.46,e,f,l,False,False,True,False,False,True,False
0.88,x,g,w,a,2,w,2.93,1.45,n,f,d,False,False,True,True,False,False,False
0.97,x,g,w,a,2,w,3.02,1.57,n,f,d,False,False,True,True,False,False,False
0.88,x,g,w,a,2,w,2.46,1.46,e,f,d,False,False,True,False,False,True,False
1.03,x,g,w,a,2,w,2.79,1.32,e,f,d,False,False,True,False,False,True,False
0.93,x,g,w,a,2,w,2.89,1.46,e,f,d,False,False,True,True,False,False,False
0.87,x,g,w,a,2,w,2.86,1.19,e,f,l,False,False,True,True,False,False,False
1.18,x,g,w,a,2,w,3.61,1.69,e,f,l,False,False,True,False,False,True,False
0.94,x,g,w,a,2,w,2.69,1.28,n,f,l,False,False,True,False,False,True,False
1.08,x,g,w,a,2,w,2.97,1.59,e,f,l,False,False,True,True,False,False,False
0.82,x,g,w,a,2,w,2.77,1.45,n,f,d,False,False,True,True,False,False,False
0.98,x,g,w,a,2,w,2.8,1.56,e,f,l,False,False,True,False,False,True,False
0.9,x,g,w,a,2,w,2.84,1.45,n,f,d,False,False,True,False,False,True,False
3.37,b,g,n,a,2,g,3.35,2.55,g,f,d,False,False,False,False,True,False,False
4.11,b,g,n,a,2,g,5.27,3.45,n,f,d,False,False,False,False,True,False,False
3.99,f,g,n,a,2,g,6.45,3.75,n,f,d,False,False,False,False,False,False,True
4.98,b,g,n,a,2,g,5.22,3.89,g,f,d,False,False,False,False,False,True,False
3.14,f,g,n,a,2,g,4.6,3.02,n,f,d,False,False,False,False,False,False,True
4.55,b,g,g,a,2,g,4.97,3.45,n,f,d,False,False,False,True,False,False,False
4.43,b,g,n,a,2,g,5.7,3.18,g,f,d,False,False,False,False,False,True,False
4.51,b,g,g,a,2,g,6.11,4.26,n,f,d,False,False,False,False,False,True,False
3.71,b,g,n,a,2,g,4.12,2.73,g,f,d,False,False,False,False,False,True,False
4.54,f,g,g,a,2,g,5.17,3.51,g,f,d,False,False,False,False,False,True,False
3.04,f,g,g,a,2,g,4.56,2.79,n,f,d,False,False,False,False,False,False,True
3.29,f,g,g,a,2,g,3.98,2.57,g,f,d,False,False,False,False,False,False,True
3.85,b,g,n,a,2,g,5.32,3.25,g,f,d,False,False,False,True,False,False,False
4.55,b,g,g,a,2,g,5.26,3.13,n,f,d,False,False,False,True,False,False,False
3.98,f,g,n,a,2,g,6.83,4.1,n,f,d,False,False,False,False,False,False,True
4.72,b,g,g,a,2,g,5.18,3.75,n,f,d,False,False,False,False,True,False,False
4.08,f,g,n,a,2,g,5.29,3.81,n,f,d,False,False,False,False,False,True,False
5.19,b,g,g,a,2,g,5.78,3.92,n,f,d,False,False,False,False,True,False,False
2.8,b,g,n,a,2,g,4.54,2.92,n,f,d,False,False,False,False,True,False,False
4.1,f,g,n,a,2,g,6.1,3.83,g,f,d,False,False,False,True,False,False,False
5.22,b,g,n,a,2,g,5.6,3.59,g,f,d,False,False,False,False,True,False,False
3.49,b,g,g,a,2,g,4.45,3.26,g,f,d,False,False,False,False,False,True,False
4.45,f,g,n,a,2,g,6.05,4.36,g,f,d,False,False,False,False,True,False,False
5.13,b,g,g,a,2,g,5.37,4.01,g,f,d,False,False,False,False,True,False,False
4.28,b,g,g,a,2,g,5.49,3.23,g,f,d,False,False,False,False,False,True,False
3.29,b,g,g,a,2,g,4.89,2.6,g,f,d,False,False,False,True,False,False,False
4.45,f,g,g,a,2,g,6.24,3.81,g,f,d,False,False,False,False,True,False,False
2.58,f,g,g,a,2,g,3.97,2.89,g,f,d,False,False,False,True,False,False,False
4.02,b,g,n,a,2,g,6.27,3.7,g,f,d,False,False,False,False,True,False,False
3.09,b,g,n,a,2,g,6.11,3.77,g,f,d,False,False,False,True,False,False,False
4.75,b,g,n,a,2,g,6.77,4.24,n,f,d,False,False,False,False,True,False,False
4.53,b,g,g,a,2,g,6.99,4.53,g,f,d,False,False,False,False,False,False,True
5.32,f,g,g,a,2,g,5.82,3.96,g,f,d,False,False,False,False,True,False,False
5.76,b,g,g,a,2,g,7.04,4.96,g,f,d,False,False,False,False,False,True,False
3.71,f,g,g,a,2,g,5.59,3.63,g,f,d,False,False,False,False,True,False,False
3.73,f,g,n,a,2,g,4.73,2.82,n,f,d,False,False,False,False,False,False,True
3.28,f,g,g,a,2,g,4.29,2.64,g,f,d,False,False,False,False,True,False,False
3.18,f,g,g,a,2,g,4.33,2.95,g,f,d,False,False,False,True,False,False,False
4.09,b,g,g,a,2,g,5.07,3.71,g,f,d,False,False,False,False,False,False,True
2.44,b,g,g,a,2,g,4.57,2.52,n,f,d,False,False,False,True,False,False,False
4.68,f,g,g,a,2,g,6.2,3.64,n,f,d,False,False,False,False,False,False,True
4.56,f,g,g,a,2,g,5.18,3.55,n,f,d,False,False,False,True,False,False,False
4.58,f,g,n,a,2,g,5.33,3.8,n,f,d,False,False,False,False,False,True,False
4.07,b,g,g,a,2,g,4.43,2.45,n,f,d,False,False,False,False,False,True,False
4.75,f,g,g,a,2,g,8.74,4.68,n,f,d,False,False,False,False,False,False,True
5.39,b,g,g,a,2,g,5.48,3.26,n,f,d,False,False,False,False,False,False,True
2.93,b,g,n,a,2,g,4.91,3.4,n,f,d,False,False,False,False,True,False,False
4.5,b,g,n,a,2,g,5.84,3.21,g,f,d,False,False,False,False,True,False,False
3.13,b,g,n,a,2,g,4.09,2.57,n,f,d,False,False,False,False,True,False,False
4.76,b,g,n,a,2,g,5.94,3.67,g,f,d,False,False,False,True,False,False,False
3.59,f,g,n,a,2,g,4.13,3.09,g,f,d,False,False,False,True,False,False,False
2.27,b,g,n,a,2,g,5.01,3.2,n,f,d,False,False,False,False,False,True,False
3.06,b,g,g,a,2,g,5.75,2.86,n,f,d,False,False,False,True,False,False,False
3.92,b,g,g,a,2,g,5.53,3.95,g,f,d,False,False,False,False,False,True,False
4.4,f,g,g,a,2,g,7.5,4.09,n,f,d,False,False,False,False,False,False,True
4.23,b,g,g,a,2,g,6.87,3.97,g,f,d,False,False,False,False,True,False,False
5.03,b,g,g,a,2,g,7.28,3.67,g,f,d,False,False,False,True,False,False,False
2.18,f,g,n,a,2,g,4.55,2.11,g,f,d,False,False,False,False,False,False,True
4.81,b,g,n,a,2,g,6.17,4.25,n,f,d,False,False,False,True,False,False,False
4.32,b,g,n,a,2,g,6.37,3.5,g,f,d,False,False,False,False,True,False,False
2.82,f,g,n,a,2,g,4.69,3.3,g,f,d,False,False,False,False,True,False,False
4.35,b,g,n,a,2,g,6.06,3.72,n,f,d,False,False,False,True,False,False,False
4.5,b,g,g,a,2,g,5.72,3.86,n,f,d,False,False,False,True,False,False,False
3.31,f,g,n,a,2,g,5.17,3.46,n,f,d,False,False,False,False,False,False,True
4.74,b,g,n,a,2,g,6.75,3.94,n,f,d,False,False,False,False,False,False,True
4.23,b,g,g,a,2,g,5.59,3.11,g,f,d,False,False,False,False,False,False,True
5.09,b,g,g,a,2,g,6.97,3.77,n,f,d,False,False,False,False,True,False,False
4.24,f,g,g,a,2,g,4.58,3.29,n,f,d,False,False,False,False,True,False,False
3.73,b,g,n,a,2,g,5.75,3.11,g,f,d,False,False,False,False,False,False,True
4.13,b,g,n,a,2,g,5.02,2.99,g,f,d,False,False,False,False,True,False,False
4.03,f,g,n,a,2,g,5.39,3.3,n,f,d,False,False,False,False,False,True,False
4.45,f,g,g,a,2,g,6.53,4.35,n,f,d,False,False,False,True,False,False,False
4.52,b,g,n,a,2,g,4.93,3.61,g,f,d,False,False,False,False,False,False,True
3.3,b,g,g,a,2,g,3.77,2.66,g,f,d,False,False,False,True,False,False,False
4.53,f,g,n,a,2,g,5.14,3.41,n,f,d,False,False,False,False,False,False,True
3.81,f,g,g,a,2,g,5.61,3.68,g,f,d,False,False,False,False,False,False,True
4.47,f,g,n,a,2,g,4.52,3.39,n,f,d,False,False,False,True,False,False,False
4.34,f,g,g,a,2,g,6.0,3.66,n,f,d,False,False,False,False,False,False,True
4.39,f,g,g,a,2,g,5.68,3.65,n,f,d,False,False,False,False,True,False,False
3.99,f,g,n,a,2,g,6.59,3.43,g,f,d,False,False,False,False,False,True,False
3.98,f,g,g,a,2,g,6.34,3.41,g,f,d,False,False,False,False,False,False,True
3.95,b,g,g,a,2,g,5.21,3.5,g,f,d,False,False,False,True,False,False,False
4.22,b,g,g,a,2,g,4.21,2.96,n,f,d,False,False,False,False,False,False,True
4.32,b,g,n,a,2,g,5.36,3.63,g,f,d,False,False,False,False,False,True,False
3.8,b,g,g,a,2,g,4.97,3.24,n,f,d,False,False,False,False,True,False,False
4.18,f,g,n,a,2,g,4.04,3.28,n,f,d,False,False,False,False,True,False,False
3.12,b,g,g,a,2,g,4.37,3.57,g,f,d,False,False,False,False,True,False,False
3.9,b,g,n,a,2,g,5.56,3.13,n,f,d,False,False,False,False,False,True,False
5.8,f,g,n,a,2,g,5.65,3.81,g,f,d,False,False,False,True,False,False,False
3.59,b,g,n,a,2,g,6.82,3.5,g,f,d,False,False,False,False,False,True,False
3.93,f,g,g,a,2,g,4.38,2.95,n,f,d,False,False,False,False,False,False,True
4.67,f,g,g,a,2,g,5.73,3.2,n,f,d,False,False,False,False,False,False,True
4.46,b,g,n,a,2,g,6.77,4.08,g,f,d,False,False,False,False,False,False,True
4.51,f,g,n,a,2,g,5.12,3.09,n,f,d,False,False,False,False,True,False,False
4.19,b,g,n,a,2,g,5.82,3.76,g,f,d,False,False,False,True,False,False,False
4.32,f,g,n,a,2,g,5.78,3.93,g,f,d,False,False,False,True,False,False,False
4.13,f,g,n,a,2,g,5.35,3.72,n,f,d,False,False,False,True,False,False,False
3.93,b,g,g,a,2,g,5.27,3.19,n,f,d,False,False,False,False,False,False,True
3.63,b,g,g,a,2,g,5.77,3.32,n,f,d,False,False,False,True,False,False,False
4.19,b,g,g,a,2,g,6.38,4.09,g,f,d,False,False,False,False,False,False,True
3.73,b,g,n,a,2,g,5.21,3.0,n,f,d,False,False,False,True,False,False,False
3.76,f,g,g,a,2,g,4.85,3.57,n,f,d,False,False,False,False,False,True,False
4.78,f,g,n,a,2,g,5.87,4.2,g,f,d,False,False,False,False,False,True,False
4.74,f,g,n,a,2,g,5.99,3.34,g,f,d,False,False,False,False,False,True,False
4.91,b,g,n,a,2,g,6.59,4.38,g,f,d,False,False,False,False,False,False,True
4.58,b,g,n,a,2,g,6.26,3.3,g,f,d,False,False,False,False,False,False,True
5.05,f,g,n,a,2,g,7.25,4.26,n,f,d,False,False,False,False,False,False,True
3.7,f,g,n,a,2,g,5.74,3.67,g,f,d,False,False,False,True,False,False,False
4.21,f,g,n,a,2,g,5.76,3.46,g,f,d,False,False,False,False,True,False,False
2.58,b,g,g,a,2,g,3.95,2.79,g,f,d,False,False,False,False,False,False,True
5.11,b,g,n,a,2,g,6.61,3.26,n,f,d,False,False,False,False,False,False,True
5.88,f,g,g,a,2,g,7.0,4.52,g,f,d,False,False,False,False,False,True,False
3.71,b,g,n,a,2,g,5.13,3.04,g,f,d,False,False,False,True,False,False,False
3.61,f,g,n,a,2,g,4.76,3.63,n,f,d,False,False,False,False,False,False,True
1.68,b,g,n,a,2,g,3.74,3.4,n,f,d,False,False,False,True,False,False,False
3.86,b,g,n,a,2,g,6.51,4.45,g,f,d,False,False,False,False,False,False,True
3.62,f,g,n,a,2,g,5.7,3.52,g,f,d,False,False,False,False,False,True,False
4.59,b,g,g,a,2,g,5.07,3.98,g,f,d,False,False,False,False,False,True,False
5.41,b,g,g,a,2,g,6.34,4.45,g,f,d,False,False,False,False,False,True,False
4.58,f,g,g,a,2,g,5.29,3.53,n,f,d,False,False,False,True,False,False,False
4.61,f,g,g,a,2,g,6.31,3.83,g,f,d,False,False,False,True,False,False,False
4.72,f,g,g,a,2,g,4.73,3.08,n,f,d,False,False,False,False,False,False,True
5.03,b,g,g,a,2,g,6.19,3.88,g,f,d,False,False,False,False,False,False,True
4.32,f,g,g,a,2,g,5.79,3.82,g,f,d,False,False,False,False,True,False,False
3.72,f,g,g,a,2,g,5.91,3.52,n,f,d,False,False,False,True,False,False,False
3.7,b,g,g,a,2,g,5.35,3.17,n,f,d,False,False,False,True,False,False,False
4.76,f,g,g,a,2,g,7.42,4.55,g,f,d,False,False,False,False,False,True,False
3.35,f,g,n,a,2,g,3.92,2.93,n,f,d,False,False,False,True,False,False,False
4.27,b,g,g,a,2,g,5.08,3.77,g,f,d,False,False,False,False,False,False,True
3.56,b,g,g,a,2,g,5.22,3.21,g,f,d,False,False,False,False,False,True,False
3.58,f,g,n,a,2,g,5.58,3.71,n,f,d,False,False,False,False,False,True,False
3.94,f,g,g,a,2,g,3.98,2.67,g,f,d,False,False,False,False,True,False,False
4.43,b,g,g,a,2,g,5.45,3.35,n,f,d,False,False,False,False,True,False,False
3.05,f,g,n,a,2,g,4.05,2.35,n,f,d,False,False,False,False,True,False,False
4.22,b,g,n,a,2,g,4.63,3.34,n,f,d,False,False,False,False,False,False,True
4.42,f,g,n,a,2,g,7.24,4.12,g,f,d,False,False,False,True,False,False,False
3.7,b,g,g,a,2,g,6.35,3.8,g,f,d,False,False,False,True,False,False,False
3.4,f,g,g,a,2,g,5.63,4.01,n,f,d,False,False,False,False,False,False,True
3.69,f,g,g,a,2,g,6.64,3.74,g,f,d,False,False,False,False,True,False,False
3.23,b,g,n,a,2,g,4.48,2.7,n,f,d,False,False,False,False,False,False,True
4.91,f,g,g,a,2,g,4.93,4.03,n,f,d,False,False,False,False,False,True,False
3.31,f,g,g,a,2,g,3.85,2.83,g,f,d,False,False,False,False,False,False,True
4.44,f,g,n,a,2,g,5.41,3.87,n,f,d,False,False,False,True,False,False,False
3.78,f,g,g,a,2,g,5.25,3.14,n,f,d,False,False,False,True,False,False,False
3.39,b,g,g,a,2,g,5.48,3.62,g,f,d,False,False,False,True,False,False,False
4.81,f,g,g,a,2,g,5.06,3.37,g,f,d,False,False,False,True,False,False,False
3.44,f,g,g,a,2,g,4.31,3.43,n,f,d,False,False,False,False,True,False,False
3.09,b,g,g,a,2,g,5.24,2.99,g,f,d,False,False,False,False,False,False,True
3.69,f,g,n,a,2,g,6.09,3.74,g,f,d,False,False,False,True,False,False,False
4.13,f,g,g,a,2,g,5.15,2.99,g,f,d,False,False,False,True,False,False,False
3.69,b,g,g,a,2,g,4.29,3.13,n,f,d,False,False,False,False,False,False,True
4.2,f,g,g,a,2,g,7.22,4.22,n,f,d,False,False,False,True,False,False,False
4.29,b,g,n,a,2,g,6.99,3.79,g,f,d,False,False,False,True,False,False,False
3.91,f,g,n,a,2,g,6.34,4.16,n,f,d,False,False,False,False,False,False,True
3.95,b,g,n,a,2,g,6.46,4.17,g,f,d,False,False,False,False,True,False,False
3.96,b,g,n,a,2,g,5.82,4.1,g,f,d,False,False,False,False,True,False,False
4.19,f,g,n,a,2,g,5.52,3.62,g,f,d,False,False,False,True,False,False,False
3.69,f,g,n,a,2,g,4.51,2.95,n,f,d,False,False,False,True,False,False,False
3.68,f,g,n,a,2,g,5.39,2.75,g,f,d,False,False,False,False,False,True,False
3.83,b,g,g,a,2,g,5.7,3.36,g,f,d,False,False,False,True,False,False,False
4.74,b,g,g,a,2,g,5.05,3.48,g,f,d,False,False,False,False,True,False,False
3.04,b,g,g,a,2,g,4.82,3.1,g,f,d,False,False,False,False,True,False,False
5.33,f,g,g,a,2,g,5.74,3.19,n,f,d,False,False,False,False,False,False,True
4.33,b,g,g,a,2,g,5.22,3.01,n,f,d,False,False,False,False,True,False,False
4.3,f,g,g,a,2,g,5.94,3.93,n,f,d,False,False,False,False,False,True,False
4.4,f,g,n,a,2,g,5.79,3.43,n,f,d,False,False,False,True,False,False,False
4.64,f,g,n,a,2,g,6.0,3.52,g,f,d,False,False,False,False,False,True,False
4.37,f,g,g,a,2,g,5.45,3.21,n,f,d,False,False,False,False,False,False,True
3.16,f,g,n,a,2,g,4.88,3.18,g,f,d,False,False,False,True,False,False,False
5.08,f,g,g,a,2,g,5.66,4.23,g,f,d,False,False,False,True,False,False,False
4.88,f,g,n,a,2,g,5.54,3.62,n,f,d,False,False,False,False,False,True,False
4.95,b,g,g,a,2,g,6.23,3.83,n,f,d,False,False,False,True,False,False,False
4.23,b,g,g,a,2,g,4.99,3.33,n,f,d,False,False,False,True,False,False,False
3.88,b,g,n,a,2,g,5.61,3.89,g,f,d,False,False,False,False,True,False,False
3.81,f,g,n,a,2,g,5.41,3.45,n,f,d,False,False,False,False,False,False,True
3.75,f,g,g,a,2,g,4.68,3.01,g,f,d,False,False,False,False,False,False,True
3.74,f,g,g,a,2,g,4.73,3.34,n,f,d,False,False,False,False,False,True,False
4.37,b,g,g,a,2,g,7.11,3.99,g,f,d,False,False,False,True,False,False,False
4.16,f,g,g,a,2,g,4.78,3.26,n,f,d,False,False,False,True,False,False,False
5.38,b,g,g,a,2,g,5.61,3.58,g,f,d,False,False,False,False,True,False,False
4.66,b,g,g,a,2,g,5.99,3.52,n,f,d,False,False,False,True,False,False,False
4.47,f,g,n,a,2,g,6.78,4.68,g,f,d,False,False,False,False,True,False,False
3.35,f,g,g,a,2,g,4.99,3.11,n,f,d,False,False,False,False,True,False,False
4.07,f,g,n,a,2,g,5.94,3.88,n,f,d,False,False,False,False,False,False,True
3.56,f,g,g,a,2,g,4.43,2.69,n,f,d,False,False,False,False,False,False,True
2.49,b,g,g,a,2,g,4.61,2.55,n,f,d,False,False,False,False,False,False,True
5.04,b,g,n,a,2,g,6.85,4.06,n,f,d,False,False,False,False,True,False,False
3.38,f,g,g,a,2,g,4.13,2.92,n,f,d,False,False,False,False,False,True,False
3.51,f,g,g,a,2,g,6.07,3.55,n,f,d,False,False,False,True,False,False,False
3.62,f,g,g,a,2,g,5.46,3.4,n,f,d,False,False,False,False,True,False,False
4.72,f,g,g,a,2,g,4.93,3.77,n,f,d,False,False,False,True,False,False,False
3.82,f,g,n,a,2,g,5.62,3.37,g,f,d,False,False,False,False,True,False,False
4.47,f,g,n,a,2,g,5.62,3.56,g,f,d,False,False,False,True,False,False,False
3.54,b,g,g,a,2,g,5.17,3.89,n,f,d,False,False,False,False,False,False,True
4.87,f,g,n,a,2,g,6.88,3.85,g,f,d,False,False,False,False,False,False,True
4.64,b,g,n,a,2,g,4.68,3.17,g,f,d,False,False,False,True,False,False,False
3.17,f,g,n,a,2,g,5.09,2.96,g,f,d,False,False,False,False,False,True,False
3.99,b,g,n,a,2,g,5.19,3.33,g,f,d,False,False,False,False,True,False,False
